AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temp,Posicion
-0.76,-0.10,-0.11,16.00,16.00,-16.00,39.05,Izquierda
-1.41,-0.10,-0.32,-16.00,16.00,-16.00,39.02,Izquierda
-0.79,-0.20,0.04,-4.46,-16.00,16.00,39.05,Izquierda
-0.13,-0.03,0.55,-16.00,-16.00,-13.61,39.03,Posición No Válida
-0.05,-0.11,0.94,16.00,-16.00,-3.46,39.02,Abajo
0.42,0.04,0.54,16.00,-16.00,-4.39,39.03,Posición No Válida
1.07,-0.04,0.45,1.42,-16.00,-9.26,39.02,Derecha
0.75,-0.09,0.05,14.25,-16.00,-7.12,39.02,Derecha
0.90,-0.26,-0.07,-15.84,16.00,-7.51,38.99,Derecha
0.51,0.11,0.73,16.00,16.00,-16.00,39.02,Derecha
0.11,0.23,1.01,16.00,16.00,6.98,39.00,Abajo
-0.07,0.23,0.37,16.00,16.00,-16.00,39.00,Posición No Válida
-0.44,1.02,0.36,-16.00,-16.00,16.00,38.99,Frente
-0.27,-0.18,0.59,-16.00,16.00,3.41,39.01,Posición No Válida
-0.33,-0.80,0.69,-16.00,5.48,-16.00,38.98,Atrás
-0.27,-0.76,-0.25,-16.00,2.06,6.78,39.00,Atrás
-0.18,-0.90,0.23,16.00,-16.00,-16.00,38.99,Atrás
0.03,-0.66,0.77,16.00,-16.00,-16.00,39.00,Atrás
0.53,-0.34,1.68,16.00,9.70,-4.39,39.03,Abajo
-0.09,0.73,0.41,16.00,16.00,-16.00,39.00,Frente
-0.11,1.29,-0.39,16.00,5.55,3.27,38.96,Frente
-0.00,0.27,-1.01,7.88,16.00,-16.00,38.98,Posición No Válida
-0.14,0.97,-0.15,-16.00,-16.00,-10.13,38.97,Frente
0.05,0.37,0.62,-16.00,12.37,16.00,38.97,Posición No Válida
0.00,0.08,0.72,-13.33,-16.00,-11.08,38.98,Posición No Válida
0.79,0.10,0.58,-10.65,-16.00,16.00,38.98,Derecha
0.82,-0.01,0.06,-2.23,-16.00,-8.91,38.98,Derecha
1.03,0.11,-0.05,4.70,16.00,-16.00,38.96,Derecha
0.51,-0.02,0.05,-2.43,16.00,16.00,38.99,Derecha
0.27,0.14,1.11,-16.00,16.00,16.00,38.98,Abajo
-0.13,0.08,0.81,-2.06,16.00,5.71,38.97,Abajo
-0.66,0.05,0.41,-16.00,16.00,-16.00,38.98,Izquierda
-0.78,0.04,0.30,-16.00,16.00,-16.00,38.95,Izquierda
-1.10,-0.19,-0.01,16.00,16.00,-16.00,38.94,Izquierda
-1.13,-0.08,-0.19,-16.00,-16.00,16.00,38.96,Izquierda
-0.58,-0.35,0.45,-4.08,-16.00,-13.76,38.96,Izquierda
-0.24,-0.63,1.28,-16.00,-16.00,-10.83,38.95,Abajo
-0.05,-0.84,0.32,-16.00,16.00,-16.00,38.97,Atrás
0.07,-1.15,-0.06,16.00,-16.00,14.49,38.95,Atrás
-0.21,-0.62,0.44,16.00,-16.00,-16.00,38.94,Atrás
0.25,-0.27,1.19,16.00,16.00,-16.00,38.93,Abajo
0.04,0.78,0.36,16.00,16.00,-16.00,38.92,Frente
-0.20,1.22,-0.28,16.00,8.94,-16.00,38.94,Frente
-0.06,0.26,-0.60,16.00,16.00,-16.00,38.96,Posición No Válida
-0.07,0.58,-0.82,-16.00,-16.00,16.00,38.94,Frente
-0.12,0.45,0.42,-16.00,-16.00,16.00,38.91,Posición No Válida
-0.21,0.06,1.19,-16.00,16.00,-1.95,38.94,Abajo
-0.46,-0.12,0.66,-16.00,16.00,13.71,38.90,Posición No Válida
-0.85,-0.05,0.17,16.00,16.00,-16.00,38.92,Izquierda
-0.90,-0.10,-0.37,13.46,16.00,4.63,38.93,Izquierda
-1.10,-0.03,-0.17,-13.14,-16.00,1.30,38.93,Izquierda
-0.82,-0.11,0.05,-16.00,-16.00,16.00,38.90,Izquierda
-0.23,-0.34,1.28,16.00,-16.00,-16.00,38.90,Abajo
0.55,-0.01,0.53,-3.88,-16.00,16.00,38.94,Derecha
1.12,0.09,0.22,13.04,-16.00,-16.00,38.91,Derecha
0.69,0.01,-0.06,-16.00,-16.00,-0.06,38.92,Derecha
0.93,-0.02,-0.00,-1.58,16.00,12.14,38.91,Derecha
0.51,0.19,0.86,-15.40,16.00,-16.00,38.90,Abajo
0.11,0.09,0.78,-16.00,16.00,-1.32,38.90,Posición No Válida
-0.42,-0.01,0.76,16.00,16.00,4.68,38.90,Posición No Válida
-0.93,0.11,0.44,-4.47,16.00,-16.00,38.90,Izquierda
-0.84,0.09,-0.22,12.62,16.00,-16.00,38.88,Izquierda
-0.92,-0.06,-0.32,-15.12,-9.71,-11.17,38.91,Izquierda
-0.52,0.05,-0.18,-16.00,-16.00,3.89,38.89,Izquierda
-0.57,-0.25,0.74,16.00,-16.00,-16.00,38.89,Izquierda
0.04,0.02,0.67,16.00,-16.00,-16.00,38.88,Posición No Válida
0.53,-0.35,1.19,-16.00,-16.00,-16.00,38.91,Abajo
0.33,0.29,0.62,16.00,16.00,-16.00,38.87,Posición No Válida
0.18,0.85,-0.15,16.00,7.81,-16.00,38.89,Frente
-0.09,0.41,-0.66,16.00,16.00,-16.00,38.88,Posición No Válida
-0.10,0.88,-1.06,-16.00,-5.68,12.34,38.89,Frente
0.00,0.91,0.04,-16.00,-16.00,16.00,38.86,Frente
-0.11,0.68,0.85,-16.00,16.00,16.00,38.85,Abajo
-0.04,-0.11,0.73,-16.00,16.00,16.00,38.86,Posición No Válida
-0.18,-0.66,0.83,-16.00,11.81,16.00,38.87,Abajo
-0.24,-1.02,0.32,-16.00,-3.71,16.00,38.88,Atrás
-0.52,-0.96,-0.14,-16.00,-16.00,16.00,38.87,Atrás
-0.43,-0.80,-0.15,-16.00,-16.00,-16.00,38.85,Atrás
-0.52,-0.81,-0.21,-16.00,1.67,16.00,38.85,Atrás
-0.06,-0.65,0.47,16.00,-16.00,-16.00,38.86,Atrás
0.04,0.09,0.98,16.00,16.00,-16.00,38.86,Abajo
-0.07,0.53,0.33,16.00,-13.82,-16.00,38.86,Frente
-0.15,0.84,-0.01,16.00,-16.00,-6.29,38.85,Frente
-0.15,0.74,-0.56,16.00,-16.00,-16.00,38.86,Frente
-0.44,0.51,-0.82,16.00,-16.00,-1.95,38.89,Frente
-0.46,0.33,-0.83,-16.00,16.00,-0.93,38.85,Posición No Válida
-0.07,0.92,-0.39,-16.00,16.00,11.50,38.85,Frente
-0.03,1.03,-0.12,-16.00,16.00,16.00,38.85,Frente
0.05,0.80,0.58,-16.00,6.08,-0.29,38.83,Frente
-0.04,0.18,0.90,-16.00,16.00,16.00,38.84,Abajo
-0.16,-0.20,0.57,-16.00,-16.00,1.46,38.85,Posición No Válida
0.02,-0.66,0.77,-16.00,-16.00,-16.00,38.84,Atrás
0.10,-0.21,0.84,16.00,-16.00,-16.00,38.83,Abajo
0.64,-0.37,0.97,16.00,-16.00,-16.00,38.84,Abajo
0.70,0.05,0.25,-5.58,-16.00,1.95,38.81,Derecha
1.05,-0.01,0.08,13.51,-16.00,-2.83,38.79,Derecha
0.79,-0.00,-0.05,16.00,-13.71,-15.71,38.80,Derecha
0.95,0.04,0.08,9.77,16.00,-16.00,38.80,Derecha
0.65,0.05,0.83,16.00,16.00,-16.00,38.82,Abajo
0.49,0.33,1.14,-9.27,16.00,-15.88,38.82,Abajo
-0.18,0.23,0.80,-9.06,16.00,-16.00,38.80,Posición No Válida
-0.65,0.06,0.78,-16.00,16.00,-16.00,38.83,Izquierda
-0.82,0.05,0.12,16.00,16.00,-16.00,38.81,Izquierda
-1.02,0.12,-0.10,-16.00,-16.00,-16.00,38.80,Izquierda
-0.78,-0.02,0.46,-16.00,-16.00,-16.00,38.80,Izquierda
-0.17,-0.03,0.79,-2.69,-16.00,-16.00,38.82,Posición No Válida
0.17,0.44,0.89,16.00,-16.00,-16.00,38.79,Abajo
0.07,0.66,-0.22,16.00,16.00,-16.00,38.80,Frente
0.08,0.80,-0.18,-16.00,16.00,-4.68,38.81,Frente
0.11,0.31,0.88,-16.00,16.00,16.00,38.81,Abajo
0.00,-0.68,1.07,-16.00,16.00,16.00,38.77,Abajo
-0.11,-0.77,0.19,-16.00,16.00,2.69,38.76,Atrás
-0.12,-1.29,0.41,16.00,-16.00,-16.00,38.76,Atrás
0.01,-0.27,0.73,16.00,-16.00,8.24,38.80,Posición No Válida
0.33,0.50,1.27,16.00,-14.31,-16.00,38.78,Abajo
0.10,0.47,-0.42,16.00,-16.00,-16.00,38.79,Posición No Válida
0.06,0.71,-0.43,-16.00,16.00,16.00,38.78,Frente
0.39,0.34,1.05,-16.00,16.00,16.00,38.80,Abajo
-0.33,0.03,1.46,16.00,16.00,6.73,38.78,Abajo
-0.54,0.20,0.47,16.00,16.00,-16.00,38.79,Izquierda
-0.85,0.18,-0.04,-16.00,-16.00,-16.00,38.75,Izquierda
-0.23,-0.01,0.38,16.00,-16.00,-16.00,38.75,Posición No Válida
0.19,0.08,1.52,12.44,-15.95,-16.00,38.78,Abajo
0.49,0.33,0.88,-16.00,-16.00,16.00,38.75,Abajo
0.84,0.15,0.45,16.00,-16.00,-6.69,38.76,Derecha
1.04,-0.03,0.12,12.53,16.00,-16.00,38.79,Derecha
0.62,0.24,0.21,16.00,16.00,-16.00,38.76,Derecha
0.18,0.23,1.20,16.00,16.00,7.56,38.76,Abajo
-0.13,0.51,0.52,16.00,-16.00,15.88,38.74,Frente
-0.05,0.92,-0.42,16.00,-16.00,1.36,38.76,Frente
-0.08,0.51,0.38,-16.00,16.00,-16.00,38.76,Frente
-0.38,0.12,0.99,-16.00,16.00,-16.00,38.73,Abajo
-0.37,-0.59,0.49,-16.00,-12.73,-16.00,38.73,Atrás
-0.11,-0.91,0.46,16.00,-16.00,10.34,38.71,Atrás
-0.06,0.17,0.52,16.00,-16.00,-16.00,38.73,Posición No Válida
0.30,1.08,0.90,16.00,16.00,-16.00,38.73,Abajo
-0.03,0.54,-0.31,16.00,16.00,-8.88,38.73,Frente
-0.28,1.14,-0.80,-16.00,-16.00,16.00,38.68,Frente
-0.03,0.56,0.65,-16.00,16.00,-8.20,38.73,Frente
0.00,-0.10,1.31,-16.00,-16.00,-16.00,38.71,Abajo
0.45,0.03,0.33,-16.00,-16.00,5.56,38.73,Posición No Válida
1.14,0.02,0.12,16.00,-16.00,-16.00,38.71,Derecha
0.74,0.06,-0.13,5.26,-16.00,-16.00,38.72,Derecha
0.53,0.16,0.70,16.00,16.00,-16.00,38.68,Derecha
0.17,0.06,0.77,-16.00,16.00,-16.00,38.67,Posición No Válida
-0.36,0.33,0.77,-16.00,16.00,16.00,38.72,Posición No Válida
-0.46,0.10,0.89,16.00,16.00,-16.00,38.71,Abajo
-0.91,0.13,-0.11,-12.66,4.08,11.12,38.68,Izquierda
-0.25,0.14,0.47,16.00,-16.00,15.02,38.70,Posición No Válida
0.67,0.37,1.18,16.00,-15.90,-16.00,38.71,Abajo
0.49,0.16,0.79,-16.00,-16.00,16.00,38.71,Posición No Válida
0.77,0.07,0.45,16.00,-16.00,13.46,38.68,Derecha
0.66,-0.12,1.03,-10.15,16.00,-16.00,38.69,Abajo
-0.02,0.43,0.90,-16.00,16.00,-16.00,38.66,Abajo
-0.76,0.01,0.72,-16.00,16.00,16.00,38.68,Izquierda
-0.69,-0.16,-0.00,16.00,16.00,-16.00,38.70,Izquierda
-0.98,0.09,-0.18,-16.00,-16.00,16.00,38.69,Izquierda
0.14,0.08,0.91,16.00,-16.00,16.00,38.67,Abajo
0.18,0.02,1.05,-16.00,-16.00,-13.66,38.66,Abajo
0.34,0.27,1.03,16.00,11.54,-16.00,38.65,Abajo
0.75,0.25,0.72,-16.00,-16.00,16.00,38.67,Derecha
1.14,0.40,0.01,-16.00,6.34,10.29,38.64,Derecha
0.17,0.20,0.86,16.00,16.00,-16.00,38.67,Abajo
0.06,0.49,1.57,-16.00,16.00,12.54,38.64,Abajo
-0.22,0.30,0.39,16.00,-16.00,16.00,38.68,Posición No Válida
-0.20,1.15,-0.82,16.00,0.95,-4.59,38.68,Frente
0.13,0.28,-0.68,16.00,-16.00,-14.27,38.61,Posición No Válida
0.04,1.09,0.71,-16.00,16.00,-16.00,38.63,Frente
-0.26,-0.02,1.01,-16.00,16.00,14.75,38.65,Abajo
-0.22,-0.76,0.47,-16.00,16.00,-2.10,38.64,Atrás
-0.39,-0.78,-0.24,-16.00,16.00,10.49,38.63,Atrás
-0.50,-0.99,0.62,16.00,-16.00,-2.25,38.61,Atrás
-0.07,-0.23,0.58,16.00,-16.00,-16.00,38.64,Posición No Válida
0.53,0.04,1.39,16.00,-16.00,-16.00,38.62,Abajo
0.87,0.27,0.75,-16.00,-16.00,16.00,38.58,Derecha
0.70,0.06,0.29,0.47,-16.00,16.00,38.65,Derecha
1.04,0.02,-0.46,5.83,7.62,-10.34,38.64,Derecha
0.20,-0.10,0.61,-0.93,16.00,-16.00,38.62,Posición No Válida
-0.00,-0.00,1.11,16.00,16.00,-16.00,38.61,Abajo
-0.21,0.10,0.65,-16.00,16.00,16.00,38.61,Posición No Válida
-0.91,0.14,0.48,16.00,16.00,-11.71,38.59,Izquierda
-0.82,0.07,-0.03,16.00,16.00,-16.00,38.63,Izquierda
-1.07,0.13,-0.40,-16.00,-16.00,-5.81,38.59,Izquierda
-0.64,-0.22,0.27,16.00,-16.00,16.00,38.58,Izquierda
0.02,0.22,1.56,16.00,-16.00,16.00,38.58,Abajo
0.04,0.66,0.28,16.00,-16.00,-16.00,38.59,Frente
0.13,1.14,0.10,16.00,15.93,-6.98,38.58,Frente
0.10,0.47,-0.74,16.00,16.00,-3.07,38.58,Posición No Válida
0.13,0.41,-1.28,-16.00,-16.00,-16.00,38.57,Posición No Válida
0.02,0.73,0.43,-16.00,16.00,-16.00,38.58,Frente
-0.24,-0.15,1.04,-16.00,16.00,-16.00,38.59,Abajo
-0.31,-0.88,0.48,-16.00,-16.00,12.59,38.58,Atrás
-0.12,-0.79,-0.08,-16.00,-16.00,-11.95,38.56,Atrás
-0.31,-1.01,0.07,16.00,-16.00,-16.00,38.58,Atrás
0.25,-0.30,0.89,16.00,-16.00,-16.00,38.53,Abajo
0.05,0.75,1.05,16.00,16.00,-12.64,38.53,Abajo
-0.17,0.53,-0.04,16.00,16.00,16.00,38.53,Frente
-0.18,0.72,-0.82,-16.00,-1.60,16.00,38.52,Frente
0.24,0.56,0.83,-16.00,16.00,16.00,38.54,Abajo
0.45,-0.02,0.82,-16.00,-16.00,14.68,38.51,Abajo
1.11,-0.03,0.76,16.00,-16.00,16.00,38.54,Derecha
1.01,-0.10,0.15,-6.50,-16.00,-9.95,38.52,Derecha
0.73,-0.09,-0.07,-8.59,16.00,-2.83,38.54,Derecha
0.47,-0.01,0.99,16.00,16.00,-16.00,38.52,Abajo
0.45,0.23,0.97,16.00,16.00,-16.00,38.52,Abajo
-0.14,0.11,0.90,-16.00,16.00,16.00,38.53,Abajo
-0.80,0.07,0.58,-6.11,16.00,5.96,38.50,Izquierda
-0.72,-0.04,-0.31,16.00,16.00,4.15,38.52,Izquierda
-1.00,0.10,-0.18,-16.00,-16.00,-0.49,38.50,Izquierda
-0.15,-0.07,0.49,-15.96,-16.00,-16.00,38.52,Posición No Válida
0.20,-0.23,1.46,16.00,-16.00,-16.00,38.54,Abajo
0.78,0.14,1.21,-16.00,-10.09,16.00,38.47,Abajo
0.87,0.13,1.16,16.00,-16.00,-4.15,38.50,Abajo
0.59,-0.07,0.04,13.01,-16.00,16.00,38.48,Derecha
1.31,-0.00,-0.09,4.60,16.00,-16.00,38.48,Derecha
0.07,0.77,0.60,16.00,16.00,-16.00,38.48,Frente
0.01,0.18,0.81,-16.00,16.00,-4.78,38.45,Abajo
-0.77,0.22,0.32,0.53,16.00,-16.00,38.44,Izquierda
-1.02,0.24,0.42,-15.88,16.00,-16.00,38.48,Izquierda
-0.73,-0.05,-0.39,16.00,16.00,-16.00,38.48,Izquierda
-1.00,-0.06,0.02,-16.00,-16.00,4.10,38.45,Izquierda
-0.24,0.04,0.71,-16.00,-16.00,-16.00,38.44,Posición No Válida
0.19,-0.24,1.13,16.00,-16.00,-16.00,38.44,Abajo
1.01,0.11,1.20,-16.00,-16.00,4.98,38.43,Abajo
0.44,-0.05,0.20,-3.80,-16.00,16.00,38.43,Posición No Válida
1.69,-0.17,-0.02,13.45,16.00,10.59,38.46,Derecha
0.08,0.06,0.30,16.00,16.00,-12.20,38.42,Posición No Válida
0.12,0.18,1.84,-16.00,16.00,15.88,38.40,Abajo
-0.16,0.43,0.98,16.00,-11.38,16.00,38.42,Abajo
0.26,0.52,-0.67,16.00,-16.00,5.17,38.42,Frente
0.14,0.80,0.37,-16.00,-3.68,-6.64,38.43,Frente
-0.16,-0.26,0.73,-16.00,16.00,15.51,38.43,Posición No Válida
-0.28,-0.84,0.30,-16.00,16.00,-16.00,38.43,Atrás
-0.32,-1.17,0.17,16.00,-16.00,2.63,38.42,Atrás
-0.06,-0.53,0.90,16.00,-16.00,16.00,38.42,Abajo
0.13,0.99,0.42,16.00,-16.00,-13.91,38.40,Frente
0.03,0.22,-0.68,16.00,16.00,-16.00,38.40,Posición No Válida
0.04,0.19,-1.06,-16.00,14.30,-16.00,38.43,Posición No Válida
0.04,0.56,0.27,-16.00,16.00,16.00,38.38,Frente
0.13,-0.26,1.56,-16.00,-16.00,-16.00,38.38,Abajo
0.35,0.01,0.21,-16.00,-16.00,16.00,38.38,Posición No Válida
1.25,-0.04,0.62,-16.00,-16.00,7.06,38.38,Derecha
0.77,-0.05,-0.19,-5.07,-15.98,-16.00,38.37,Derecha
0.51,0.08,1.11,16.00,16.00,-16.00,38.39,Abajo
0.14,-0.27,1.13,16.00,16.00,-13.32,38.41,Abajo
-0.23,0.17,0.89,16.00,16.00,12.98,38.39,Abajo
-0.55,0.20,0.68,11.28,16.00,-16.00,38.38,Izquierda
-0.76,0.02,-0.39,16.00,16.00,7.07,38.38,Izquierda
-0.75,-0.04,-0.29,-16.00,-16.00,-9.66,38.38,Izquierda
-0.24,-0.14,0.78,-8.43,-16.00,-16.00,38.38,Posición No Válida
0.10,-0.08,0.78,-16.00,-16.00,-8.29,38.38,Posición No Válida
0.96,-0.24,1.02,5.08,-16.00,-4.64,38.37,Abajo
0.67,-0.09,0.06,12.17,-16.00,-16.00,38.36,Derecha
1.04,0.00,-0.20,16.00,16.00,-13.81,38.39,Derecha
0.65,0.34,0.90,16.00,16.00,-16.00,38.33,Abajo
0.28,1.19,0.86,16.00,-16.00,16.00,38.35,Abajo
0.09,0.72,-0.57,16.00,-11.88,-16.00,38.36,Frente
0.09,0.67,-0.82,-16.00,11.14,-16.00,38.34,Frente
-0.12,0.60,0.32,-16.00,-16.00,-5.86,38.34,Frente
-0.34,-0.46,1.04,-16.00,16.00,-16.00,38.33,Abajo
-0.43,-0.55,-0.17,-16.00,16.00,11.61,38.33,Atrás
-0.30,-1.05,-0.19,16.00,-16.00,-16.00,38.35,Atrás
0.04,-0.57,1.08,16.00,-16.00,-16.00,38.33,Abajo
0.22,0.78,0.42,16.00,-16.00,-16.00,38.29,Frente
0.01,0.58,-0.82,16.00,16.00,-16.00,38.30,Frente
0.09,0.51,-0.81,-16.00,16.00,-16.00,38.32,Frente
0.04,0.73,0.44,-16.00,16.00,16.00,38.32,Frente
0.10,0.19,0.92,-12.50,-16.00,-10.59,38.30,Abajo
0.74,0.06,0.18,-16.00,-16.00,16.00,38.33,Derecha
0.77,0.02,-0.11,-16.00,-16.00,16.00,38.28,Derecha
0.11,0.35,1.15,16.00,16.00,-16.00,38.26,Abajo
-0.38,0.09,0.36,-16.00,16.00,16.00,38.31,Posición No Válida
-0.78,-0.17,0.81,-16.00,16.00,-6.44,38.29,Abajo
-0.73,-0.03,-0.23,16.00,16.00,0.63,38.30,Izquierda
-0.65,-0.03,0.17,-16.00,-16.00,-16.00,38.26,Izquierda
0.20,-0.16,1.21,-14.29,-16.00,-16.00,38.29,Abajo
0.37,0.02,0.81,16.00,-16.00,-16.00,38.25,Abajo
0.50,0.31,1.09,16.00,16.00,-16.00,38.27,Abajo
0.11,0.61,-0.50,16.00,16.00,-16.00,38.29,Frente
0.02,0.17,-1.37,-16.00,-16.00,6.10,38.25,Posición No Válida
0.04,0.69,0.01,-16.00,16.00,-15.90,38.23,Frente
-0.28,0.08,1.14,-16.00,16.00,16.00,38.22,Abajo
-0.11,-0.81,0.27,-16.00,16.00,-16.00,38.24,Atrás
-0.37,-1.23,-0.24,16.00,-16.00,-16.00,38.25,Atrás
-0.32,-0.56,0.40,16.00,-16.00,-16.00,38.24,Atrás
0.12,0.81,0.74,16.00,-16.00,-16.00,38.23,Frente
0.04,0.51,-0.30,16.00,-11.03,-16.00,38.23,Frente
-0.05,0.27,-1.21,-16.00,0.05,-16.00,38.21,Posición No Válida
-0.06,0.70,0.01,-16.00,16.00,16.00,38.24,Frente
0.04,0.14,0.97,-16.00,16.00,16.00,38.21,Abajo
-0.53,-1.05,0.91,-16.00,16.00,-16.00,38.20,Abajo
-0.36,-1.19,-0.32,16.00,-4.32,-1.61,38.21,Atrás
-0.36,-0.47,0.62,16.00,-16.00,-14.00,38.22,Posición No Válida
0.06,0.76,0.75,16.00,-16.00,5.80,38.23,Frente
0.01,0.53,-0.47,16.00,7.70,-16.00,38.18,Frente
-0.04,0.70,-0.82,-16.00,-4.54,-9.61,38.18,Frente
-0.10,0.61,0.49,-16.00,16.00,3.46,38.18,Frente
-0.17,-0.48,1.08,-16.00,16.00,16.00,38.19,Abajo
0.17,-0.29,0.71,16.00,-16.00,-16.00,38.16,Posición No Válida
1.18,0.01,0.44,16.00,-16.00,-16.00,38.18,Derecha
0.79,-0.03,0.07,16.00,-16.00,-10.59,38.16,Derecha
0.90,-0.12,1.36,16.00,16.00,-16.00,38.15,Abajo
-0.11,0.39,0.66,-16.00,16.00,1.00,38.17,Posición No Válida
-0.57,0.08,0.99,-16.00,16.00,-13.51,38.15,Abajo
-0.91,0.17,-0.11,16.00,16.00,-15.90,38.17,Izquierda
-0.64,0.15,0.26,-16.00,-16.00,-13.51,38.17,Izquierda
0.38,-0.25,1.21,-10.96,-16.00,-16.00,38.13,Abajo
0.84,-0.02,1.03,-16.00,-16.00,16.00,38.14,Abajo
0.92,-0.19,0.12,-1.23,-16.00,-16.00,38.18,Derecha
0.33,-0.04,0.87,16.00,16.00,-16.00,38.16,Abajo
0.01,0.11,1.01,16.00,16.00,16.00,38.14,Abajo
-0.10,0.56,0.77,16.00,-16.00,16.00,38.12,Frente
0.17,1.02,-0.42,16.00,-16.00,10.73,38.15,Frente
-0.12,0.65,0.15,-16.00,16.00,-2.36,38.13,Frente
-0.40,-0.44,0.74,-16.00,16.00,13.27,38.09,Posición No Válida
-0.31,-0.93,0.50,-16.00,16.00,-16.00,38.12,Atrás
-0.19,-1.27,-0.42,16.00,-16.00,0.19,38.12,Atrás
-0.31,-0.24,0.13,16.00,-16.00,16.00,38.09,Posición No Válida
0.24,0.23,1.22,16.00,-16.00,-16.00,38.13,Abajo
0.10,0.59,0.21,16.00,-16.00,-16.00,38.11,Frente
0.10,0.54,-0.82,16.00,14.90,-16.00,38.11,Frente
0.07,0.94,0.48,-16.00,16.00,5.95,38.11,Frente
-0.07,0.15,1.00,-16.00,3.58,16.00,38.10,Abajo
-0.14,-0.31,0.50,-16.00,16.00,-16.00,38.08,Posición No Válida
-0.20,-0.69,0.39,16.00,-16.00,16.00,38.10,Atrás
0.28,0.10,0.69,16.00,-16.00,-16.00,38.11,Posición No Válida
0.45,0.07,0.64,-16.00,-16.00,-16.00,38.09,Posición No Válida
0.93,0.07,-0.20,-5.27,-16.00,16.00,38.12,Derecha
0.60,0.07,-0.04,16.00,-15.44,-15.96,38.10,Derecha
1.53,-0.04,-0.07,15.50,16.00,-16.00,38.09,Derecha
0.04,-0.00,0.46,-16.00,16.00,-16.00,38.09,Posición No Válida
-0.06,0.17,1.20,-16.00,16.00,8.78,38.06,Abajo
-0.30,0.07,0.67,-16.00,16.00,-15.12,38.07,Posición No Válida
-0.67,0.08,0.34,16.00,16.00,-16.00,38.07,Izquierda
-0.65,-0.03,-0.09,-16.00,-16.00,-8.25,38.05,Izquierda
-0.43,-0.15,0.88,4.63,-16.00,-16.00,38.07,Abajo
-0.04,-0.09,0.55,16.00,-16.00,-4.98,38.05,Posición No Válida
1.06,0.04,0.20,-14.50,-16.00,-3.12,38.07,Derecha
0.85,0.23,0.32,14.79,6.04,-16.00,38.05,Derecha
0.25,-0.02,1.08,-16.00,16.00,12.98,38.06,Abajo
-0.34,0.23,1.16,16.00,16.00,-12.30,38.02,Abajo
-0.64,0.23,0.35,2.47,16.00,-16.00,38.02,Izquierda
-1.19,0.44,-0.38,-16.00,-16.00,16.00,38.03,Izquierda
-0.55,0.23,0.11,-6.03,-16.00,16.00,38.07,Izquierda
0.30,0.16,1.66,-16.00,-16.00,10.88,38.05,Abajo
0.89,0.24,1.19,-16.00,-16.00,16.00,38.05,Abajo
0.74,0.21,0.24,16.00,-16.00,0.12,38.04,Derecha
1.23,0.29,-0.45,16.00,16.00,-16.00,38.02,Derecha
0.43,0.21,0.15,-16.00,16.00,16.00,38.01,Posición No Válida
-0.13,0.02,1.30,-9.59,16.00,16.00,38.04,Abajo
-0.28,0.44,0.89,16.00,-16.00,16.00,38.01,Abajo
0.01,0.46,-0.23,16.00,-16.00,16.00,37.98,Posición No Válida
-0.12,1.13,-0.21,-16.00,-16.00,-8.10,38.00,Frente
-0.07,0.14,0.48,-16.00,16.00,-14.90,38.00,Posición No Válida
-0.38,-0.46,0.65,-16.00,16.00,5.13,37.99,Posición No Válida
-0.35,-0.99,0.64,16.00,-16.00,-16.00,38.04,Atrás
0.13,0.20,0.93,16.00,-16.00,-16.00,38.00,Abajo
-0.28,1.00,-0.83,16.00,-16.00,-16.00,38.00,Frente
-0.23,0.75,-0.14,-16.00,16.00,-16.00,37.99,Frente
-0.26,0.85,-0.41,16.00,16.00,16.00,37.96,Frente
-0.13,0.36,0.91,-16.00,-16.00,16.00,38.00,Abajo
-0.38,-0.80,0.72,-16.00,16.00,16.00,37.98,Atrás
-0.48,-0.58,-0.22,-16.00,16.00,-16.00,37.99,Atrás
-0.47,-0.60,0.28,16.00,-16.00,16.00,37.96,Atrás
0.13,0.34,0.66,16.00,-16.00,-16.00,37.97,Posición No Válida
-0.10,1.32,0.08,16.00,-16.00,-16.00,37.96,Frente
-0.12,0.22,-0.83,16.00,-5.56,-16.00,37.97,Posición No Válida
0.27,0.83,0.92,-16.00,16.00,16.00,37.96,Abajo
0.06,0.09,0.78,16.00,5.82,-0.65,37.96,Posición No Válida
0.16,0.06,0.86,16.00,-4.96,-0.10,37.94,Abajo
-0.35,-0.42,0.80,-16.00,16.00,16.00,37.92,Posición No Válida
-0.13,-1.23,-0.50,-16.00,0.62,14.14,37.95,Atrás
-0.29,-0.83,0.21,16.00,-16.00,4.98,37.94,Atrás
-0.44,-0.80,0.59,16.00,-16.00,-15.86,37.91,Atrás
-0.15,0.48,0.73,16.00,-16.00,-16.00,37.93,Posición No Válida
-0.06,0.70,-0.33,16.00,16.00,-16.00,37.94,Frente
-0.06,0.23,-0.82,16.00,-10.46,16.00,37.94,Posición No Válida
-0.30,1.08,-0.06,-16.00,-7.45,-4.64,37.89,Frente
-0.43,-0.34,0.88,-16.00,16.00,16.00,37.95,Abajo
-0.11,-0.54,1.42,-16.00,-16.00,-16.00,37.90,Abajo
0.53,-0.23,1.12,16.00,-16.00,-16.00,37.93,Abajo
0.42,-0.05,-0.04,16.00,-16.00,-4.54,37.88,Posición No Válida
0.99,0.03,0.06,15.00,16.00,16.00,37.91,Derecha
0.14,-0.09,1.27,-16.00,16.00,16.00,37.89,Abajo
